100357,ST_MMS_POSTPAID_HOME_MO - EDR Bytes,ST_MMS_POSTPAID_HOME_MO - EDR Bytes, 7, 100000, 100000
100358,ST_SMS - EDR Bytes,ST_SMS - EDR Bytes, 7, 100000, 100000
100359,ST_SMS_HOME - EDR Bytes,ST_SMS_HOME - EDR Bytes, 7, 100000, 100000
100360,ST_SMS_HOME_MO - EDR Bytes,ST_SMS_HOME_MO - EDR Bytes, 7, 100000, 100000
100361,ST_SMS_HOME_MT - EDR Bytes,ST_SMS_HOME_MT - EDR Bytes, 7, 100000, 100000
100362,ST_SMS_HUTCHINSON - EDR Bytes,ST_SMS_HUTCHINSON - EDR Bytes, 7, 100000, 100000
100363,ST_SMS_JUSTMOBILE - EDR Bytes,ST_SMS_JUSTMOBILE - EDR Bytes, 7, 100000, 100000
100364,ST_SMS_METEOR - EDR Bytes,ST_SMS_METEOR - EDR Bytes, 7, 100000, 100000
100365,ST_SMS_O2 - EDR Bytes,ST_SMS_O2 - EDR Bytes, 7, 100000, 100000
100366,ST_SMS_OTHER_DEST - EDR Bytes,ST_SMS_OTHER_DEST - EDR Bytes, 7, 100000, 100000
100367,ST_SMS_OTHER_OUTBOUND_ROAMERS_MO - EDR Bytes,ST_SMS_OTHER_OUTBOUND_ROAMERS_MO - EDR Bytes, 7, 100000, 100000
100368,ST_SMS_POSTFONE - EDR Bytes,ST_SMS_POSTFONE - EDR Bytes, 7, 100000, 100000
100369,ST_SMS_PREMIUM - EDR Bytes,ST_SMS_PREMIUM - EDR Bytes, 7, 100000, 100000
100370,ST_SMS_TESCO - EDR Bytes,ST_SMS_TESCO - EDR Bytes, 7, 100000, 100000
100371,ST_SMS_VODAFONE - EDR Bytes,ST_SMS_VODAFONE - EDR Bytes, 7, 100000, 100000
100373,ST_VOICE - EDR Bytes,ST_VOICE - EDR Bytes, 7, 100000, 100000
100374,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MO - EDR Bytes,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MO - EDR Bytes, 7, 100000, 100000
100375,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MT - EDR Bytes,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MT - EDR Bytes, 7, 100000, 100000
100376,ST_VOICE_POSTPAID - EDR Bytes,ST_VOICE_POSTPAID - EDR Bytes, 7, 100000, 100000
100377,ST_VOICE_POSTPAID_HOME - EDR Bytes,ST_VOICE_POSTPAID_HOME - EDR Bytes, 7, 100000, 100000
100378,ST_VOICE_POSTPAID_HOME_CALL_FWD - EDR Bytes,ST_VOICE_POSTPAID_HOME_CALL_FWD - EDR Bytes, 7, 100000, 100000
100379,ST_VOICE_POSTPAID_HOME_MO - EDR Bytes,ST_VOICE_POSTPAID_HOME_MO - EDR Bytes, 7, 100000, 100000
100382,ST_DATA_GPRS - EDR Value,ST_DATA_GPRS - EDR Value, 7, 100000, 100000
100383,ST_DATA_GPRS_POSTPAID - EDR Value,ST_DATA_GPRS_POSTPAID - EDR Value, 7, 100000, 100000
100384,ST_DATA_WAP - EDR Value,ST_DATA_WAP - EDR Value, 7, 100000, 100000
100385,ST_DATA_WAP_POSTPAID - EDR Value,ST_DATA_WAP_POSTPAID - EDR Value, 7, 100000, 100000
100386,ST_MMS_POSTPAID_HOME_MO - EDR Value,ST_MMS_POSTPAID_HOME_MO - EDR Value, 7, 100000, 100000
100391,ST_SMS_HUTCHINSON - EDR Value,ST_SMS_HUTCHINSON - EDR Value, 7, 100000, 100000
100392,ST_SMS_JUSTMOBILE - EDR Value,ST_SMS_JUSTMOBILE - EDR Value, 7, 100000, 100000
100393,ST_SMS_METEOR - EDR Value,ST_SMS_METEOR - EDR Value, 7, 100000, 100000
100394,ST_SMS_O2 - EDR Value,ST_SMS_O2 - EDR Value, 7, 100000, 100000
100395,ST_SMS_OTHER_DEST - EDR Value,ST_SMS_OTHER_DEST - EDR Value, 7, 100000, 100000
100396,ST_SMS_OTHER_OUTBOUND_ROAMERS_MO - EDR Value,ST_SMS_OTHER_OUTBOUND_ROAMERS_MO - EDR Value, 7, 100000, 100000
100397,ST_SMS_POSTFONE - EDR Value,ST_SMS_POSTFONE - EDR Value, 7, 100000, 100000
100398,ST_SMS_PREMIUM - EDR Value,ST_SMS_PREMIUM - EDR Value, 7, 100000, 100000
100399,ST_SMS_TESCO - EDR Value,ST_SMS_TESCO - EDR Value, 7, 100000, 100000
100400,ST_SMS_VODAFONE - EDR Value,ST_SMS_VODAFONE - EDR Value, 7, 100000, 100000
100403,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MO - EDR Value,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MO - EDR Value, 7, 100000, 100000
100404,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MT - EDR Value,ST_VOICE_OUTBOUND_POSTPAID_ROAMERS_MT - EDR Value, 7, 100000, 100000
100417,ST_SMS_PREMIUM_MO_PREPAID - EDR Count,ST_SMS_PREMIUM_MO_PREPAID - EDR Count, 7, 100000, 100000
100418,ST_SMS_PREMIUM_MT_PREPAID - EDR Count,ST_SMS_PREMIUM_MT_PREPAID - EDR Count, 7, 100000, 100000
100419,ST_SMS_ROAMING_MO_PREPAID - EDR Count,ST_SMS_ROAMING_MO_PREPAID - EDR Count, 7, 100000, 100000
100422,ST_SMS_PREMIUM_MO_PREPAID - EDR Value,ST_SMS_PREMIUM_MO_PREPAID - EDR Value, 7, 100000, 100000
100423,ST_SMS_PREMIUM_MT_PREPAID - EDR Value,ST_SMS_PREMIUM_MT_PREPAID - EDR Value, 7, 100000, 100000
100424,ST_SMS_ROAMING_MO_PREPAID - EDR Value,ST_SMS_ROAMING_MO_PREPAID - EDR Value, 7, 100000, 100000
100437,ST_ONXP_VOICE_POSTPAID - EDR Bytes,ST_ONXP_VOICE_POSTPAID - EDR Bytes,7,100000,100000
100425,ST_ONXP_VOICE_POSTPAID - EDR Count,ST_ONXP_VOICE_POSTPAID - EDR Count,7,100000,100000
100429,ST_ONXP_VOICE_POSTPAID - EDR Duration,ST_ONXP_VOICE_POSTPAID - EDR Duration,7,100000,100000
100433,ST_ONXP_VOICE_POSTPAID - EDR Value,ST_ONXP_VOICE_POSTPAID - EDR Value,7,100000,100000
100438,ST_ONXP_VOICE_POSTPAID_HOME - EDR Bytes,ST_ONXP_VOICE_POSTPAID_HOME - EDR Bytes,7,100000,100000
100426,ST_ONXP_VOICE_POSTPAID_HOME - EDR Count,ST_ONXP_VOICE_POSTPAID_HOME - EDR Count,7,100000,100000
100430,ST_ONXP_VOICE_POSTPAID_HOME - EDR Duration,ST_ONXP_VOICE_POSTPAID_HOME - EDR Duration,7,100000,100000
100434,ST_ONXP_VOICE_POSTPAID_HOME - EDR Value,ST_ONXP_VOICE_POSTPAID_HOME - EDR Value,7,100000,100000
100439,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Bytes,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Bytes,7,100000,100000
100427,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Count,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Count,7,100000,100000
100431,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Duration,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Duration,7,100000,100000
