110405,100104,5001,POST,30,il_success_dir gdl/accepted/ds94 il_reject_dir gdl/rejected/ds94
110406,100104,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110501,100105,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds95 -scn sql -et U
110502,100105,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110503,100105,5017,INIT,10,
110504,100105,5007,POST,20,
110505,100105,5001,POST,30,il_success_dir gdl/accepted/ds95 il_reject_dir gdl/rejected/ds95
110506,100105,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110601,100106,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds96 -scn sql -et U
110602,100106,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110603,100106,5017,INIT,10,
110604,100106,5007,POST,20,
110605,100106,5001,POST,30,il_success_dir gdl/accepted/ds96 il_reject_dir gdl/rejected/ds96
110606,100106,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110801,100108,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds98 -scn sql -et U
110802,100108,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110803,100108,5017,INIT,10,
110804,100108,5007,POST,20,
110805,100108,5001,POST,30,il_success_dir gdl/accepted/ds98 il_reject_dir gdl/rejected/ds98
110806,100108,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110807,100108,5014,POST,70,-iv 100004 -icn sql_id -tn um.sql_ref -scn sql -et U,
110901,100109,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds99 -scn sql -et U
110902,100109,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110903,100109,5017,INIT,10,
110904,100109,5007,POST,20,
110905,100109,5001,POST,30,il_success_dir gdl/accepted/ds99 il_reject_dir gdl/rejected/ds99
110906,100109,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
111000,100110,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds83 -scn sql -et U,
111001,100110,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false,
111002,100110,5017,INIT,10,,
111003,100110,5007,POST,20,,
111004,100110,5001,POST,30,il_success_dir gdl/accepted/ds83 il_reject_dir gdl/rejected/ds83,
111005,100110,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
111100,100111,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds84 -scn sql -et U,
111101,100111,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false,
111102,100111,5017,INIT,10,,
111103,100111,5007,POST,20,,
111104,100111,5001,POST,30,il_success_dir gdl/accepted/ds84 il_reject_dir gdl/rejected/ds84,
111105,100111,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
112100,100112,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds85 -scn sql -et U,
112101,100112,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false,
112102,100112,5017,INIT,10,,
112103,100112,5007,POST,20,,
112104,100112,5001,POST,30,il_success_dir gdl/accepted/ds85 il_reject_dir gdl/rejected/ds85,
112105,100112,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
